"cell_id","Component_1","Component_2","State","Pseudotime","stage_group","paper_like_label","SOX2","EOMES","MYT1L","Zone"
"SRR2967218",7.67149372399195,5.30415592351709,"3",13.9297218866685,"BP_like","BP2",0,0,0.290420864952437,"iSVZ"
"SRR2967219",-19.2867214610046,-1.72252523244989,"5",39.551560529486,"N_like","N1",2.11710986795535,0,0.191643499996258,"CP"
"SRR2967220",-19.438558966819,-1.46288030298728,"5",39.624150435644,"N_like","N1",3.39893313207541,0,0,"CP"
"SRR2967221",-19.2045616090713,-1.40192353724491,"5",39.3824236519018,"N_like","N1",1.3414051377326,1.25337213260299,0,"CP"
"SRR2967222",-7.39859136669828,1.70077613781897,"4",27.0480702911504,"N_like","BP1",0.906020099391793,0,0.00893483080041262,"oSVZ"
"SRR2967223",-19.0752086187946,-1.20290959437043,"5",39.2022367895677,"N_like","N1",2.45524961684315,0,0,"CP"
"SRR2967224",-19.0747442788746,-1.48092654583678,"5",39.2800852944799,"N_like","N1",0.401727662295171,0,0,"CP"
"SRR2967225",-19.8218856413234,-1.77188072042567,"5",40.0790273773443,"N_like","N1",1.78392176209429,0,0,"CP"
"SRR2967226",-19.2156197835475,-1.38356625424293,"5",39.3878662807061,"N_like","N1",2.81872992233775,0,0,"CP"
"SRR2967227",-18.8796722015192,-2.34205765621945,"5",39.3354099184004,"N_like","N1",3.04173886723293,0,4.2729637704532,"CP"
"SRR2967228",-10.1510235726004,1.29346208611754,"4",29.7978305696506,"N_like","BP1",1.54290680705426,0,0.340954150324367,"oSVZ"
"SRR2967229",-19.3264185068341,-1.3813992781361,"5",39.4935872548008,"N_like","N1",2.68243171752295,0,0,"CP"
"SRR2967230",-19.2476308889384,-1.64234188155581,"5",39.4914664855433,"N_like","N1",4.2962077591497,0,0,"CP"
"SRR2967231",-20.2254791682588,-1.8495536444024,"5",40.4881871466213,"N_like","N1",4.53338268856078,0,0.0885178971165033,"CP"
"SRR2967232",-19.7905088551672,-1.52750921214466,"5",39.980090698459,"N_like","N1",4.01512285962977,0.86711996655452,0.532962224649056,"CP"
"SRR2967233",-19.1011512619412,-1.23012185071517,"5",39.2347949073119,"N_like","N1",1.46964637525332,0,0,"CP"
"SRR2967234",-20.0678189132841,-1.61437941950992,"5",40.2706708341583,"N_like","N1",2.89917949829045,0,0.0772684339004376,"CP"
"SRR2967235",-1.72641160265766,2.13785445309074,"4",21.3579674092106,"BP_like","BP1",0,0,5.25121538672977,"oSVZ"
"SRR2967236",-19.5168118390182,-1.62163450823866,"5",39.7439508068807,"N_like","N1",2.51674135610583,0,0.57222320762058,"CP"
"SRR2967237",-19.3576377139731,-1.37315226630859,"5",39.5212245369853,"N_like","N1",2.81468166480219,0,0.107030707640664,"CP"
"SRR2967238",-19.6113770983002,-1.44557581749715,"5",39.7851160178262,"N_like","N1",3.95299511588319,0,0,"CP"
"SRR2967239",-8.21798642318759,1.55956046795859,"4",27.8765627120491,"N_like","BP1",3.20910395717005,0,0,"oSVZ"
"SRR2967240",-19.9809862643323,-1.67634605626309,"5",40.2047976990439,"N_like","N1",3.09844145540845,0,0,"CP"
"SRR2967241",-19.1442996998348,-1.92989323885633,"5",39.4732869588111,"N_like","N1",3.95841583415186,0,0.197379799365687,"CP"
"SRR2967242",-20.0747706148864,-1.51647451375829,"5",40.2497705671567,"N_like","N1",4.01294404716608,0,0,"CP"
"SRR2967243",-19.8463527738985,-1.45241986038862,"5",40.0125338269304,"N_like","N1",3.53686108053547,0,0,"CP"
"SRR2967244",-19.7922925619753,-1.5445448142162,"5",39.9866005830091,"N_like","N1",2.66335372869828,0,0,"CP"
"SRR2967245",-13.3960084243801,0.485821828187525,"5",33.2942029360087,"N_like","N1",1.21824179965289,0,0,"oSVZ"
"SRR2967246",-16.1622560178367,-0.287614958704687,"5",36.15721065994,"N_like","N1",0.632706542043761,0,0.275899811367671,"CP"
"SRR2967247",-18.5067404600239,-2.73282766254607,"5",39.0875682261505,"N_like","N1",0.45800185538254,0,7.24989089968753,"CP"
"SRR2967248",-18.5663172967338,-1.00933571077383,"5",38.6593970558009,"N_like","N1",2.49308367112729,0,0,"CP"
"SRR2967249",-19.7173620979489,-1.62884273750997,"5",39.9384351123593,"N_like","N1",1.50170409263332,0,0,"CP"
"SRR2967250",-19.6222869198055,-1.52272482307156,"5",39.8173152293551,"N_like","N1",3.82910874563922,0,0,"CP"
"SRR2967251",-19.1105994027686,-1.41852034036444,"5",39.2969199974278,"N_like","N1",2.70339975311323,0,0.145562687093071,"CP"
"SRR2967252",-19.8236457866086,-1.51306888559676,"5",40.0078228656843,"N_like","N1",1.14673341485361,0,0.179899538347182,"CP"
"SRR2967253",-19.8375844018238,-1.55777434408569,"5",40.0337911659749,"N_like","N1",1.80898630572361,0,0,"CP"
"SRR2967254",-19.3190068653724,-1.2322762011451,"5",39.4444759702819,"N_like","N1",3.04023842429009,0,0,"CP"
"SRR2967255",-19.1541529871873,-1.48932163973684,"5",39.3586631792044,"N_like","N1",0.791078056895236,0,0.188838920842466,"CP"
"SRR2967256",-19.5138011338449,-1.56876147120485,"5",39.7261719736899,"N_like","N1",2.2976727238328,0,0.638394554933028,"CP"
"SRR2967257",-19.1280455094951,-1.08518828802329,"5",39.2197872028432,"N_like","N1",3.59824608753958,0,0.244867579565314,"CP"
"SRR2967258",-19.5446593217604,-1.60235856942114,"5",39.7652446546035,"N_like","N1",0,0,0,"CP"
"SRR2967259",-19.4451646841253,-1.3787783718562,"5",39.6068025452571,"N_like","N1",3.70077260935687,0,0,"CP"
"SRR2967260",-19.612801062434,-1.58335179986336,"5",39.8252866518645,"N_like","N1",2.28018429514379,0,0.993980800014438,"CP"
"SRR2967261",-18.8575113070343,-1.26193656330105,"5",39.0099445533823,"N_like","N1",3.136914849666,0,0.177581070923152,"CP"
