"cell_id","Component_1","Component_2","State","Pseudotime","stage_group","paper_like_label","PAX6","EOMES","MYT1L","Zone"
"SRR2967100",-12.7525287877756,0.884987158327084,"5",32.5861588082302,"N_like","N1",0,0,0,"oSVZ"
"SRR2967101",-18.8936229551268,-1.27651993871037,"5",39.0487039582916,"N_like","N1",4.65579830798316,0,0.395418218238322,"CP"
"SRR2967102",-20.1610303129153,-1.82368857979035,"5",40.4190603822656,"N_like","N1",0,0,0.0549100028945583,"CP"
"SRR2967103",-14.6315088037054,-0.609096169446626,"5",34.7516558213105,"N_like","N1",8.31107618720836,0,0,"CP"
"SRR2967104",-19.4316581946347,-1.37221258990714,"5",39.5919900201694,"N_like","N1",6.83780451454433,0,0,"CP"
"SRR2967105",-19.8325577934429,-1.86719946321909,"5",40.1161100779308,"N_like","N1",6.85600215145915,0,0,"CP"
"SRR2967106",-19.7134206382642,-1.37311441064031,"5",39.8626366711185,"N_like","N1",6.622174846072,0,0.0335106794902187,"CP"
"SRR2967107",-1.59764079255808,1.90386076888136,"4",21.2609276642521,"BP_like","BP1",3.41768781889372,0,5.58181519728167,"oSVZ"
"SRR2967108",-19.1900680254186,-1.12100785916637,"5",39.2893926504067,"N_like","N1",0.389445664344635,0,0.110097399467301,"CP"
"SRR2967109",-13.6729283018007,-0.130939894363309,"5",33.7085101049209,"N_like","N1",0,0,0,"CP"
"SRR2967110",2.05846784633311,3.54940020405324,"4",17.4557712787376,"BP_like","BP1",8.44750894444977,0,0.272561933561353,"oSVZ"
"SRR2967111",-19.0458857347402,-1.29671822602153,"5",39.2005151947986,"N_like","N1",6.22996854099564,0,0.29313972872319,"CP"
"SRR2967112",-20.9233279476303,-2.17430908682091,"5",41.2492580654086,"N_like","N1",2.54726472981205,0,0,"CP"
"SRR2967113",-6.85486982603628,1.02221190390189,"4",26.6869984041176,"BP_like","BP1",5.84590899892936,0,0,"oSVZ"
"SRR2967114",-18.8500846848544,-1.83919811591091,"5",39.1653940368676,"N_like","N1",4.74695226963796,1.38707022209029,0,"CP"
"SRR2967115",-17.1482268274289,-0.957504034435689,"5",37.2831941077765,"N_like","N1",6.56650923370573,0,0,"CP"
"SRR2967116",-19.0321858580524,-1.16487333368652,"5",39.1502380408358,"N_like","N1",0.454623375161987,0,0,"CP"
"SRR2967117",-19.5176547847363,-1.45367416576445,"5",39.6974593275834,"N_like","N1",6.1069994123413,0,0,"CP"
"SRR2967118",-20.0213883451838,-1.63450757395894,"5",40.2317846323367,"N_like","N1",0.705533859156289,0,0,"CP"
"SRR2967119",-18.2728618342468,-0.966959981774441,"5",38.3670819100316,"N_like","N1",6.16711100727426,0,0.716086595299354,"CP"
"SRR2967120",-20.525652497678,-1.95040024628595,"5",40.8046200079869,"N_like","N1",3.53758184400397,0,0,"CP"
"SRR2967121",6.70704290990037,4.80512778818171,"3",13.1365484355078,"BP_like","BP2",0.275594736590475,0,0.41269482556661,"iSVZ"
"SRR2967122",-19.9341336284148,-1.53807749613806,"5",40.1208980174294,"N_like","N1",4.78900407055519,0,0.195845210783651,"CP"
"SRR2967123",-19.8752376833145,-1.54285078905976,"5",40.0657245584897,"N_like","N1",4.68130869971433,0,0.042734818163002,"CP"
"SRR2967124",-19.2295017637645,-1.28183556676469,"5",39.372537296243,"N_like","N1",5.07380309904454,0,0,"CP"
"SRR2967125",1.8743851908325,2.86983883737413,"4",17.67644963166,"BP_like","BP1",4.86711067293936,8.05495155396071,0.425235846977779,"oSVZ"
